Date,Close,Open,High,Low,Volume,Change %
17/02/2020,"3,600.00","3,540.00","3,700.00","3,540.00",66.89K,-1.10%
14/02/2020,"3,640.00","3,640.00","3,700.00","3,590.00",30.16K,1.11%
13/02/2020,"3,600.00","3,630.00","3,650.00","3,570.00",35.45K,-0.83%
12/2/2020,"3,630.00","3,580.00","3,650.00","3,550.00",25.66K,0.83%
11/2/2020,"3,600.00","3,740.00","3,740.00","3,520.00",10.35K,2.27%
10/2/2020,"3,520.00","3,510.00","3,600.00","3,510.00",14.41K,-0.85%
7/2/2020,"3,550.00","3,670.00","3,670.00","3,550.00",145.04K,-3.01%
6/2/2020,"3,660.00","3,570.00","3,690.00","3,550.00",129.03K,2.52%
5/2/2020,"3,570.00","3,730.00","3,730.00","3,500.00",24.58K,2.00%
4/2/2020,"3,500.00","3,580.00","3,580.00","3,450.00",31.63K,-2.23%
